Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NE,Nebraska,Sheridan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.3,,,36.3,50.8,5095,31161,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-102.3682795 42.5122888),2350
2021,NE,Nebraska,Morrill,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,13.5,19.6,4574,31123,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-102.9905936 41.7322039),467
2021,NE,Nebraska,Keith,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,25.4,,,21.2,30.2,8279,31101,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-101.6444493 41.1942448),2299
2021,NE,Nebraska,Adams,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.3,7.4,31027,31001,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-98.5000441 40.5206322),445
2021,NE,Nebraska,Dawson,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.2,,,3.6,4.8,23898,31047,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-99.8155833 40.86784),453
2020,NE,Nebraska,Gage,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.1,,,65.0,71.4,21616,31067,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-96.6834528 40.2552337),2253
2020,NE,Nebraska,Boyd,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.8,,,61.3,68.1,1789,31015,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-98.7730221 42.8944477),2193
2021,NE,Nebraska,Sarpy,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.1,,,5.6,8.8,193418,31153,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-96.1091254 41.1150635),2347
2020,NE,Nebraska,Hall,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,66.4,,,63.5,69.2,61979,31079,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-98.5026645 40.8660265),3156
2020,NE,Nebraska,Hall,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.3,,,65.5,71.0,61979,31079,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-98.5026645 40.8660265),3156
2021,NE,Nebraska,Red Willow,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.4,,,2.8,4.0,10623,31145,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-100.4685764 40.1694196),2311
2021,NE,Nebraska,Furnas,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.1,,,56.5,65.9,4604,31065,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-99.9096631 40.191865),2252
2021,NE,Nebraska,Nance,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.2,,,56.4,65.9,3390,31125,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-97.9914083 41.4023855),2304
2021,NE,Nebraska,Grant,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.2,579,31075,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-101.7559645 41.9139574),2255
2021,NE,Nebraska,Pierce,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.9,,,15.7,22.4,7313,31139,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-97.6109917 42.2714129),470
2020,NE,Nebraska,Box Butte,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,44.6,,,36.4,52.3,10604,31013,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Cass,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.0,11.3,27017,31025,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-96.1406086 40.9098778),2197
2021,NE,Nebraska,Harlan,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.2,,,5.3,9.5,3091,31083,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-99.4034177 40.1787663),2258
2020,NE,Nebraska,Merrick,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67.3,,,64.2,70.4,7665,31121,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-98.0310573 41.1697896),466
2021,NE,Nebraska,Banner,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17.2,,,13.9,21.0,692,31007,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Knox,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.0,10.9,8401,31107,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-97.8913492 42.6344045),2302
2021,NE,Nebraska,Thayer,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,30.1,,,26.4,34.2,4913,31169,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-97.5962626 40.1738446),2352
2021,NE,Nebraska,Saunders,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.3,,,10.0,14.8,22787,31155,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-96.6420968 41.2233882),2348
2021,NE,Nebraska,Chase,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.1,,,9.3,13.0,3826,31029,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-101.6941918 40.5303903),449
2021,NE,Nebraska,Box Butte,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.6,,,24.6,32.6,10604,31013,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-103.0817795 42.2103804),2192
2021,NE,Nebraska,Wheeler,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,33.9,,,29.2,38.9,795,31183,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-98.5208533 41.9225747),478
2021,NE,Nebraska,Dakota,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.6,,,4.9,6.5,21241,31043,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-96.561327 42.3916244),2244
2021,NE,Nebraska,Antelope,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,25.1,,,20.9,30.1,6279,31003,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-98.0580367 42.1832253),3141
2021,NE,Nebraska,Hitchcock,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.2,2586,31087,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-101.044217 40.1768964),2295
2021,NE,Nebraska,Frontier,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,13.7,,,10.9,17.0,2555,31063,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-100.4066834 40.5309469),455
2021,NE,Nebraska,Banner,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.4,,,81.6,87.1,692,31007,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Lancaster,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.0,4.2,324514,31109,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-96.6886584 40.7835474),462
2021,NE,Nebraska,Keith,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34,,,28.1,40.5,8279,31101,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-101.6444493 41.1942448),2299
2020,NE,Nebraska,Dakota,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,40.3,,,33.5,47.2,21241,31043,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-96.561327 42.3916244),2244
2020,NE,Nebraska,Douglas,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,52.4,,,45.8,58.6,585008,31055,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-96.1540664 41.2970908),2249
2021,NE,Nebraska,Sioux,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,28.7,,,23.4,34.3,1143,31165,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-103.7321705 42.4706681),2351
2021,NE,Nebraska,Polk,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,23.4,,,19.5,27.3,5174,31143,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-97.5706627 41.1879253),2310
2021,NE,Nebraska,McPherson,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.0,12.9,379,31117,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-101.1208507 41.6484137),465
2020,NE,Nebraska,Washington,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.8,,,67.5,76.1,20969,31177,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-96.2245771 41.5339726),2355
2021,NE,Nebraska,Banner,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.3,3.2,692,31007,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-103.7262626 41.5397495),2190
2021,NE,Nebraska,Rock,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22.8,,,19.9,26.1,1264,31149,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-99.4208512 42.394749),471
2020,NE,Nebraska,Cherry,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,65.1,,,60.3,70.0,5458,31031,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-101.0476532 42.571323),2241
2021,NE,Nebraska,Deuel,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,13.2,20.6,1865,31049,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-102.332609 41.1119026),2246
2021,NE,Nebraska,Hayes,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.6,,,56.6,66.4,843,31085,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-101.0479627 40.5372337),458
2021,NE,Nebraska,Arthur,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.7,,,9.1,12.5,439,31005,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-101.6959166 41.5719297),446
2021,NE,Nebraska,Hitchcock,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.7,,,55.9,65.8,2586,31087,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-101.044217 40.1768964),2295
2021,NE,Nebraska,Nuckolls,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,7.9,10.8,4060,31129,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-98.0468422 40.1764918),468
2021,NE,Nebraska,Greeley,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,69.9,,,64.3,75.0,2169,31077,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-98.5305655 41.5675715),2256
2021,NE,Nebraska,Kearney,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,19.2,,,15.9,22.8,6674,31099,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-98.9476019 40.5091198),2298
2021,NE,Nebraska,Greeley,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,83.9,,,81.1,86.4,2169,31077,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-98.5305655 41.5675715),2256
2021,NE,Nebraska,Cedar,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.2,,,9.6,12.9,8330,31027,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-97.2568696 42.6045604),2240
2021,NE,Nebraska,Seward,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.4,6.3,17603,31159,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-97.140383 40.8719439),2349
2020,NE,Nebraska,Knox,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.8,,,67.1,72.7,8401,31107,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-97.8913492 42.6344045),2302
2021,NE,Nebraska,Arthur,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.8,,,3.2,4.5,439,31005,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-101.6959166 41.5719297),446
2021,NE,Nebraska,Deuel,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.2,,,8.5,12.0,1865,31049,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-102.332609 41.1119026),2246
2021,NE,Nebraska,Knox,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16,,,13.5,18.8,8401,31107,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-97.8913492 42.6344045),2302
2021,NE,Nebraska,Loup,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61,,,56.1,65.8,604,31115,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-99.5098521 41.9031834),464
2021,NE,Nebraska,Howard,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,28,,,23.2,33.0,6531,31093,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-98.5133417 41.2168513),460
2021,NE,Nebraska,Sheridan,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.3,11.3,5095,31161,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-102.3682795 42.5122888),2350
2021,NE,Nebraska,Custer,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,7.6,9.8,10460,31041,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Perkins,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,11.8,15.9,2832,31135,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-101.6274676 40.8576462),469
2021,NE,Nebraska,Gosper,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,9.7,14.1,1824,31073,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-99.8232058 40.5090947),457
2020,NE,Nebraska,Brown,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,35.8,,,28.9,42.9,2908,31017,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-99.9239198 42.3595618),448
2021,NE,Nebraska,Sarpy,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.4,,,9.9,15.5,193418,31153,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-96.1091254 41.1150635),2347
2020,NE,Nebraska,Boyd,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.8,,,62.6,72.7,1789,31015,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-98.7730221 42.8944477),2193
2021,NE,Nebraska,Sherman,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,8.9,12.5,2964,31163,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-98.9728492 41.2187425),474
2021,NE,Nebraska,Nance,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.4,,,21.6,29.3,3390,31125,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-97.9914083 41.4023855),2304
2020,NE,Nebraska,Dodge,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,49.8,,,41.9,58.6,37103,31053,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-96.6458524 41.5770082),2248
2021,NE,Nebraska,Holt,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.7,,,6.6,8.8,10049,31089,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-98.7847662 42.4592867),2296
2021,NE,Nebraska,Dawes,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,11.4,15.5,8148,31045,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-103.1354358 42.7130379),2245
2021,NE,Nebraska,Morrill,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.6,6.7,4574,31123,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-102.9905936 41.7322039),467
2021,NE,Nebraska,Seward,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.6,,,25.4,31.9,17603,31159,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-97.140383 40.8719439),2349
2021,NE,Nebraska,Lincoln,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,13.9,21.1,34133,31111,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-100.7444808 41.0503221),463
2021,NE,Nebraska,Valley,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.4,,,7.3,9.6,4066,31175,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-98.9834841 41.5640938),2354
2021,NE,Nebraska,Seward,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,,,6.5,8.1,17603,31159,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-97.140383 40.8719439),2349
2021,NE,Nebraska,Dakota,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.7,,,9.3,12.3,21241,31043,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-96.561327 42.3916244),2244
2020,NE,Nebraska,Buffalo,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,51.2,,,43.6,58.8,50339,31019,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-99.0749839 40.8552654),2194
2021,NE,Nebraska,Pierce,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5,,,4.3,5.7,7313,31139,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-97.6109917 42.2714129),470
2021,NE,Nebraska,Thomas,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,,,7.1,9.3,673,31171,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-100.5247028 41.8557296),476
2021,NE,Nebraska,Perkins,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9,,,8.1,10.0,2832,31135,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-101.6274676 40.8576462),469
2021,NE,Nebraska,Deuel,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,21.3,,,17.5,25.3,1865,31049,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-102.332609 41.1119026),2246
2020,NE,Nebraska,Hamilton,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,71.6,,,68.4,74.8,9386,31081,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-98.0223294 40.8728173),2257
2020,NE,Nebraska,Sarpy,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.6,,,81.3,85.6,193418,31153,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-96.1091254 41.1150635),2347
2021,NE,Nebraska,Garden,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.6,,,10.0,13.5,1847,31069,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-102.3029845 41.6333638),456
2021,NE,Nebraska,Brown,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.1,,,6.3,8.0,2908,31017,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-99.9239198 42.3595618),448
2020,NE,Nebraska,Custer,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.5,,,6.1,13.5,10460,31041,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-99.7268662 41.3938927),2243
2021,NE,Nebraska,Buffalo,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,71.5,,,67.7,75.1,50339,31019,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-99.0749839 40.8552654),2194
2020,NE,Nebraska,Boone,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.1,,,6.7,14.0,5386,31011,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-98.0704764 41.7039345),2191
2021,NE,Nebraska,Platte,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.4,,,21.3,27.5,34241,31141,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-97.5134673 41.5768655),2309
2021,NE,Nebraska,Platte,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,13.6,,,11.3,16.2,34241,31141,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-97.5134673 41.5768655),2309
2021,NE,Nebraska,Frontier,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.3,,,2.8,3.9,2555,31063,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-100.4066834 40.5309469),455
2021,NE,Nebraska,Knox,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.3,,,12.3,16.4,8401,31107,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-97.8913492 42.6344045),2302
2021,NE,Nebraska,Chase,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,71.7,,,66.9,76.2,3826,31029,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-101.6941918 40.5303903),449
2021,NE,Nebraska,Wayne,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,27,,,23.2,30.7,9784,31179,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-97.1262433 42.210746),477
2020,NE,Nebraska,Butler,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.6,,,62.4,72.2,8444,31023,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-97.1320395 41.2260724),2196
2021,NE,Nebraska,Dawes,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.7,9.9,8148,31045,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-103.1354358 42.7130379),2245
2020,NE,Nebraska,Phelps,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.1,,,79.3,84.7,8937,31137,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-99.4065568 40.5163647),2308
2021,NE,Nebraska,Pierce,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,4.8,6.8,7313,31139,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-97.6109917 42.2714129),470
2021,NE,Nebraska,Butler,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.3,,,25.5,33.0,8444,31023,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-97.1320395 41.2260724),2196
2021,NE,Nebraska,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.3,,,8.0,10.7,31027,31001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-98.5000441 40.5206322),445
2021,NE,Nebraska,Nemaha,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,40.8,,,34.1,47.8,7064,31127,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-95.8527214 40.3873891),2305
2021,NE,Nebraska,Dawson,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7,,,6.0,8.2,23898,31047,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-99.8155833 40.86784),453
2021,NE,Nebraska,Perkins,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.5,,,2.9,4.3,2832,31135,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-101.6274676 40.8576462),469
